City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Haimen,23.19,116.61,73.4,78,0,2.24,CN,1603846545
Monrovia,6.3,-10.8,78.8,94,75,5.12,LR,1603846546
Karlovac,45.49,15.55,54.0,96,87,0.58,HR,1603846546
Virginia Beach,36.85,-75.98,63.16,89,0,6.29,US,1603846325
Badou,7.58,0.6,73.2,79,100,1.54,TG,1603846546
Puerto del Rosario,28.5,-13.86,69.8,68,75,11.41,ES,1603846546
Aksarayskiy,46.79,48.01,37.2,69,0,11.18,RU,1603846547
Port Macquarie,-31.43,152.92,71.31,73,90,5.82,AU,1603846547
Chālūs,36.66,51.42,66.2,88,40,6.93,IR,1603846547
Mareeba,-17.0,145.43,85.41,55,40,3.36,AU,1603846547
Helong,42.54,129.0,42.08,54,0,11.97,CN,1603846547
Alappuzha,9.49,76.33,75.0,88,53,5.01,IN,1603846548
Christchurch,-43.53,172.63,57.7,62,66,13.87,NZ,1603846334
Ahipara,-35.17,173.17,69.55,63,22,3.44,NZ,1603846295
Hamilton,39.18,-84.53,50.2,87,90,3.4,US,1603846497
Truth or Consequences,33.13,-107.25,31.35,97,90,10.29,US,1603846308
Muros,42.78,-9.06,57.07,88,100,8.21,ES,1603846548
Cururupu,-1.83,-44.87,75.78,90,24,3.71,BR,1603846548
Gandevi,20.82,72.98,72.81,55,0,3.91,IN,1603846549
Zverinogolovskoye,54.46,64.85,22.24,95,74,13.24,RU,1603846549
Gigmoto,13.78,124.39,85.84,66,93,1.12,PH,1603846549
Boa Vista,2.82,-60.67,86.0,58,20,4.7,BR,1603846324
Kargil,34.57,76.1,27.61,74,10,2.86,IN,1603846549
Xichang,27.9,102.26,62.42,76,95,1.45,CN,1603846549
Turukhansk,65.82,87.98,3.85,85,87,19.15,RU,1603846550
Saint-Philippe,-21.36,55.77,65.79,64,0,3.36,RE,1603846550
Khalabat,34.06,72.89,54.72,66,6,6.93,PK,1603846550
Champerico,14.3,-91.92,73.81,78,75,6.93,GT,1603846550
Tiarei,-17.53,-149.33,82.2,69,75,16.11,PF,1603846550
Formosa do Rio Preto,-11.05,-45.19,71.76,91,76,1.9,BR,1603846550
Nakatsugawa,35.48,137.5,59.32,60,100,1.03,JP,1603846550
Traverse City,44.76,-85.62,32.74,69,75,8.81,US,1603846551
Aykhal,66.0,111.5,-11.56,88,75,3.69,RU,1603846551
Yucca Valley,34.11,-116.43,58.87,13,0,5.01,US,1603846551
Biak,-0.91,122.88,83.98,64,76,4.16,ID,1603846551
Anchorage,61.22,-149.9,32.67,80,90,3.6,US,1603846480
Tarko-Sale,64.92,77.78,0.75,90,0,13.29,RU,1603846551
Carlsbad,33.16,-117.35,68.23,56,1,11.41,US,1603846552
Portland,45.52,-122.68,54.0,50,1,1.3,US,1603846320
Lumby,50.25,-118.97,36.55,88,100,1.97,CA,1603846552
Acajutla,13.59,-89.83,71.01,100,95,1.01,SV,1603846553
Alamosa,37.47,-105.87,26.6,79,90,5.82,US,1603846553
Wencheng,33.06,113.8,58.77,52,61,9.31,CN,1603846553
Lindi,-10.0,39.72,71.6,94,20,2.57,TZ,1603846553
Kununurra,-15.77,128.73,89.6,55,98,4.7,AU,1603846264
Charyshskoye,51.4,83.56,33.69,90,100,10.58,RU,1603846553
Solnechnyy,50.72,136.63,36.43,82,100,2.82,RU,1603846553
Emba,48.83,58.14,29.59,93,0,6.8,KZ,1603846554
Songea,-10.68,35.65,62.71,88,2,5.01,TZ,1603846554
La Palma,33.85,-118.05,71.51,19,40,12.75,US,1603846554
Weingarten,47.8,9.63,41.74,100,100,4.56,DE,1603846554
Mercedes,-34.65,-59.43,59.02,65,94,5.39,AR,1603846426
Laurel,39.1,-76.85,59.31,77,90,3.36,US,1603846397
Kirakira,-10.45,161.92,84.42,77,40,9.62,SB,1603846555
Sambava,-14.27,50.17,70.59,87,3,7.7,MG,1603846555
Keetmanshoop,-26.58,18.13,64.92,33,57,6.91,NA,1603846555
Alofi,-19.06,-169.92,78.8,69,40,19.46,NU,1603846555
Adrar,20.5,-10.07,81.81,17,0,12.15,MR,1603846555
Praia da Vitória,38.73,-27.07,62.35,72,75,5.93,PT,1603846555
Paramonga,-10.67,-77.83,63.27,87,99,6.71,PE,1603846555
Hambantota,6.12,81.12,78.78,81,81,6.53,LK,1603846556
Carson City,39.16,-119.77,53.67,20,1,11.41,US,1603846359
Palana,59.12,159.97,35.62,82,0,5.57,RU,1603846556
Wanning,18.8,110.4,78.24,90,100,21.81,CN,1603846556
Daru,-9.08,143.21,77.11,91,100,6.98,PG,1603846556
Vila do Maio,15.13,-23.22,78.8,83,100,14.99,CV,1603846557
Ambon City,-3.7,128.18,83.79,71,62,2.66,ID,1603846557
Brae,60.4,-1.35,48.2,81,0,16.11,GB,1603846270
Yokadouma,3.52,15.05,69.42,95,98,0.51,CM,1603846557
Lagoa,39.05,-27.98,62.55,61,100,7.02,PT,1603846557
Lata,40.16,-8.33,59.61,95,100,3.0,PT,1603846557
Poum,-20.23,164.02,77.29,73,100,14.41,NC,1603846558
Nang Rong,14.64,102.79,79.0,99,100,6.91,TH,1603846558
Oparino,59.85,48.28,31.3,97,8,9.71,RU,1603846559
Zuénoula,7.43,-6.04,72.57,83,6,3.74,CI,1603846559
Mazatlán,23.22,-106.42,84.33,62,5,12.75,MX,1603846490
Shache,38.42,77.24,35.62,76,100,0.29,CN,1603846560
Tam Ky,15.57,108.48,77.0,94,90,32.21,VN,1603846561
Esil,51.96,66.4,27.3,96,99,16.31,KZ,1603846561
Yangi Marg`ilon,40.43,71.72,50.0,53,100,2.24,UZ,1603846561
Calvinia,-31.47,19.78,52.41,47,10,3.02,ZA,1603846561
Arman',59.7,150.17,34.29,71,0,3.83,RU,1603846561
Roscommon,53.63,-8.18,44.01,92,72,15.01,IE,1603846561
Vostok,46.49,135.88,34.34,98,100,1.86,RU,1603846562
Charters Towers,-20.1,146.27,84.07,42,0,5.39,AU,1603846562
Assiut,27.18,31.18,68.0,72,0,6.93,EG,1603846562
Fort Walton Beach,30.41,-86.62,77.36,88,75,10.29,US,1603846562
Marinette,45.1,-87.63,32.81,50,1,4.7,US,1603846466
Simpang,-1.27,104.08,79.09,84,97,3.83,ID,1603846562
Prilep,41.35,21.55,41.0,93,1,0.47,MK,1603846303
Sabang,5.89,95.32,81.99,74,96,20.89,ID,1603846563
Nouakchott,18.09,-15.98,78.8,39,27,4.7,MR,1603846563
Rosarito,32.33,-117.03,71.6,24,5,14.99,MX,1603846563
Saint-Joseph,-21.37,55.62,69.8,64,0,3.36,RE,1603846563
West Wendover,40.74,-114.07,48.2,29,1,6.93,US,1603846564
Hualmay,-11.1,-77.61,63.48,86,98,7.78,PE,1603846564
Nicoya,10.15,-85.45,80.6,88,75,5.82,CR,1603846564
Kodinsk,58.69,99.18,27.0,97,100,8.57,RU,1603846564
Mehamn,71.04,27.85,35.74,83,100,7.31,NO,1603846564
Manyana,-23.4,21.72,75.76,21,0,11.7,BW,1603846564
Naze,28.37,129.48,77.04,69,40,11.41,JP,1603846565
Istra,55.92,36.86,41.94,87,0,8.95,RU,1603846565
Lesosibirsk,58.24,92.48,35.91,93,100,9.15,RU,1603846565
Naliya,23.27,68.83,75.61,66,0,6.02,IN,1603846565
Katherine,-14.47,132.27,89.6,46,0,8.05,AU,1603846566
Guaratinga,-16.57,-39.57,78.8,83,75,8.05,BR,1603846566
Chingirlau,51.09,54.08,29.79,92,98,4.18,KZ,1603846566
Alice Springs,-23.7,133.88,82.4,12,0,5.82,AU,1603846541
Powell River,49.85,-124.54,45.91,87,90,10.29,CA,1603846567
Katsuura,35.13,140.3,63.32,72,75,3.36,JP,1603846567
Bayburt,40.26,40.23,48.4,50,100,2.91,TR,1603846567
Bonfim,3.08,-59.95,83.25,62,27,8.03,BR,1603846567
Manthani,18.65,79.67,69.37,77,0,1.68,IN,1603846567
Khasan,42.43,130.64,48.76,47,0,19.69,RU,1603846567
Pedernales,18.04,-71.74,80.73,71,1,0.98,DO,1603846568
Salekhard,66.53,66.6,6.73,95,96,5.75,RU,1603846568
Beloha,-25.17,45.05,71.28,81,87,15.73,MG,1603846568
Vredendal,-31.67,18.5,55.11,91,99,3.44,ZA,1603846568
Ostrovnoy,68.05,39.51,43.68,92,100,22.15,RU,1603846568
Lufkin,31.34,-94.73,64.11,88,90,5.82,US,1603846459
Kananga,-5.9,22.42,69.57,94,100,1.5,CD,1603846569
Doha,25.29,51.53,78.62,61,0,4.7,QA,1603846496
Krasnyy Chikoy,50.36,108.75,29.39,83,48,3.44,RU,1603846569
Anito,12.45,125.29,86.65,64,0,2.04,PH,1603846569
Mackay,-21.15,149.2,84.92,54,25,12.75,AU,1603846297
Loutrós,40.59,22.4,57.99,79,71,2.44,GR,1603846570
Freeport,40.66,-73.58,55.18,62,90,3.36,US,1603846570
Matara,5.95,80.54,77.07,86,71,4.76,LK,1603846570
Bandarbeyla,9.49,50.81,74.7,81,21,3.4,SO,1603846294
Morelia,19.7,-101.18,68.0,72,40,12.75,MX,1603846514
Murray Bridge,-35.12,139.27,67.01,62,0,1.99,AU,1603846570
Sept-Îles,50.2,-66.38,26.64,79,20,6.93,CA,1603846353
Wanaka,-44.7,169.15,60.13,47,87,2.68,NZ,1603846407
Peoria,40.77,-89.77,38.43,60,90,0.63,US,1603846446
Río Gallegos,-51.62,-69.22,50.0,31,75,8.05,AR,1603846311
Tezu,27.92,96.17,72.82,55,14,2.44,IN,1603846571
Punta Alta,-38.88,-62.07,56.23,68,0,11.63,AR,1603846571
Comodoro Rivadavia,-45.87,-67.5,53.6,46,0,9.17,AR,1603846449
Zhigansk,66.77,123.37,-6.84,91,61,2.55,RU,1603846572
Lichinga,-13.31,35.24,64.4,82,75,10.29,MZ,1603846572
Nīlēshwar,12.25,75.1,75.92,81,0,4.81,IN,1603846573
Coruripe,-10.13,-36.18,75.9,88,100,8.23,BR,1603846366
Chern',53.45,36.91,40.41,80,0,10.71,RU,1603846573
Tirano,46.22,10.17,37.56,100,20,1.12,IT,1603846573
Kulunda,52.57,78.94,33.57,88,100,16.11,RU,1603846573
Nador,35.17,-2.93,52.12,58,0,2.24,MA,1603846573
Pointe Michel,15.25,-61.38,81.19,77,100,10.33,DM,1603846573
Lormont,44.88,-0.52,56.39,93,90,5.82,FR,1603846574
Batagay-Alyta,67.8,130.41,1.72,82,0,3.47,RU,1603846574
Marechal Deodoro,-9.71,-35.9,77.0,83,75,5.82,BR,1603846574
Nago,26.59,127.98,80.01,57,20,13.87,JP,1603846574
Jüterbog,51.98,13.08,47.62,72,100,4.0,DE,1603846574
Te Anau,-45.42,167.72,59.05,49,100,3.22,NZ,1603846574
Mwene-Ditu,-7.0,23.45,65.79,97,100,1.54,CD,1603846575
Santa Helena de Goiás,-17.81,-50.6,77.38,75,49,3.38,BR,1603846575
Kenora,49.82,-94.43,26.31,92,90,14.99,CA,1603846301
Bambari,5.77,20.68,72.61,89,99,1.7,CF,1603846575
Galeras,9.16,-75.05,77.25,88,13,8.12,CO,1603846575
Peniche,39.36,-9.38,60.69,88,99,10.0,PT,1603846576
Balad,34.02,44.15,66.54,24,0,8.5,IQ,1603846576
Beaverlodge,55.22,-119.44,37.4,76,90,4.7,CA,1603846576
Birnin Kebbi,12.45,4.2,75.09,22,0,3.53,NG,1603846576
Tooele,40.53,-112.3,41.36,48,1,3.36,US,1603846576
Strezhevoy,60.73,77.59,10.4,85,20,6.71,RU,1603846576
Batagay,67.63,134.63,5.65,93,90,1.9,RU,1603846577
Straumen,63.87,11.3,37.94,93,0,8.05,NO,1603846577
Marale,14.88,-87.15,71.04,87,100,2.53,HN,1603846577
