City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Stornoway,58.21,-6.39,46.65,75,40,5.23,GB,1603387355
Hong Kong,22.29,114.16,71.71,56,100,12.24,HK,1603387274
Basco,20.45,121.97,81.3,85,100,31.9,PH,1603387356
Tilichiki,60.47,166.1,31.3,98,89,5.21,RU,1603387353
Raja,8.46,25.68,72.91,87,100,2.21,SS,1603387356
Burnie,-41.07,145.92,50.32,89,100,6.49,AU,1603387356
Filingué,14.35,3.32,98.85,9,0,9.28,NE,1603387325
Bima,-8.47,118.72,77.18,85,1,2.8,ID,1603387357
Leh,34.17,77.58,37.11,56,1,1.57,IN,1603387357
Panabá,21.28,-88.27,85.93,71,12,3.09,MX,1603387357
Lagoa,39.05,-27.98,64.45,68,89,11.68,PT,1603387357
Salinópolis,-0.61,-47.36,85.48,61,55,11.99,BR,1603387357
Touros,-5.2,-35.46,80.6,78,75,12.75,BR,1603387356
Muros,42.78,-9.06,59.61,80,50,11.01,ES,1603387359
Carballo,43.21,-8.69,59.22,67,20,13.87,ES,1603387359
Cuiabá,-15.6,-56.1,98.6,30,0,5.82,BR,1603387260
Pangnirtung,66.15,-65.71,26.6,100,90,4.7,CA,1603387359
Antalaha,-14.9,50.28,73.94,79,32,10.6,MG,1603387359
Ugoofaaru,5.67,73.0,82.08,79,1,10.51,MV,1603387268
San Nicola,40.61,8.99,68.25,73,0,3.36,IT,1603387360
Hūn,29.13,15.95,68.95,35,0,5.37,LY,1603387360
Xining,36.62,101.77,41.4,57,0,0.74,CN,1603387360
Bridgeton,39.43,-75.23,80.24,65,40,4.7,US,1603387108
Fria,10.42,-13.58,87.78,63,32,2.77,GN,1603387360
Kashgar,39.45,75.98,53.6,27,0,8.95,CN,1603387360
Shimoda,34.67,138.95,60.01,92,100,1.01,JP,1603387361
Margate,51.38,1.39,56.75,75,3,1.99,GB,1603387296
Manavālakurichi,8.13,77.3,80.6,83,20,4.7,IN,1603387361
Ahipara,-35.17,173.17,58.8,93,87,5.68,NZ,1603387362
Petropavlovsk-Kamchatskiy,53.05,158.65,30.2,80,67,8.95,RU,1603387362
Lima,-12.04,-77.03,66.99,68,40,8.05,PE,1603387126
Ilo,-17.64,-71.34,68.0,77,75,5.82,PE,1603387362
Nouadhibou,20.93,-17.03,80.6,61,0,17.22,MR,1603387363
Oksovskiy,62.61,39.9,30.4,96,100,10.6,RU,1603387363
Eloy,32.76,-111.55,82.06,26,1,5.82,US,1603387363
Barra do Garças,-15.89,-52.26,102.51,27,28,2.26,BR,1603387139
Odienné,9.51,-7.57,85.69,60,55,4.7,CI,1603387364
Okhotsk,59.38,143.3,38.91,91,100,36.84,RU,1603387364
Montgomery,39.15,-77.2,73.78,73,20,3.36,US,1603387263
Vila Velha,-20.33,-40.29,73.45,94,90,9.17,BR,1603387365
Skjervøy,70.03,20.97,30.2,74,75,4.7,NO,1603387353
Pozo Colorado,-23.49,-58.8,95.4,36,34,10.18,PY,1603387365
Verkhoyansk,67.54,133.38,1.67,88,3,3.02,RU,1603387365
Ribas do Rio Pardo,-20.44,-53.76,92.43,38,17,7.34,BR,1603387365
Eyl,7.98,49.82,82.18,77,98,7.47,SO,1603387366
Yarmouth,41.71,-70.23,67.57,77,20,10.29,US,1603387159
Sturgeon Falls,46.36,-79.93,45.95,70,90,0.74,CA,1603387366
Mumford,5.26,-0.76,80.13,82,17,13.35,GH,1603387086
Oriximiná,-1.77,-55.87,99.43,30,100,7.18,BR,1603387366
Kholm,59.27,32.85,44.19,95,100,9.78,RU,1603387367
Aktobe,50.28,57.21,32.0,88,0,8.95,KZ,1603387183
Lingao,19.91,109.69,72.91,68,99,9.08,CN,1603387367
Osmaniye,37.07,36.25,78.01,71,0,1.7,TR,1603387186
Atambua,-9.11,124.89,75.52,81,64,1.03,ID,1603387367
Kharan,28.58,65.42,64.2,22,0,6.64,PK,1603387367
Sittwe,20.15,92.9,81.05,83,100,14.76,MM,1603387367
Lappeenranta,61.06,28.19,42.64,100,90,8.05,FI,1603387280
Tres Arroyos,-38.37,-60.28,56.93,81,98,12.8,AR,1603387368
Arrondissement du Havre,49.58,0.33,58.03,77,20,2.24,FR,1603387368
Collie,-33.37,116.15,50.67,58,0,6.44,AU,1603387368
Cockburn Town,21.46,-71.14,86.0,70,40,9.17,TC,1603387368
Ponnāni,10.77,75.93,73.4,88,75,5.66,IN,1603387369
Lernapat,40.82,44.39,55.4,50,20,5.82,AM,1603387369
Srednekolymsk,67.45,153.68,14.83,91,100,2.66,RU,1603387369
Salekhard,66.53,66.6,17.65,94,88,5.88,RU,1603387369
Behbahān,30.6,50.24,73.04,15,0,4.7,IR,1603387370
Siparia,10.13,-61.5,86.92,70,40,9.17,TT,1603387370
Bariloche,-41.15,-71.31,68.61,18,0,3.36,AR,1603387229
Yabēlo,4.88,38.08,64.85,78,40,9.4,ET,1603387371
Camapuã,-19.53,-54.04,94.15,34,23,5.06,BR,1603387371
Bay Roberts,47.6,-53.26,59.58,87,90,18.34,CA,1603387371
Hofn,64.25,-15.21,41.0,80,90,13.87,IS,1603387371
Kasongo-Lunda,-6.47,16.82,78.91,73,48,2.44,CD,1603387371
La Santisima Trinidad,-14.83,-64.9,93.2,52,20,6.93,BO,1603387221
Northam,51.03,-4.22,52.34,83,56,1.99,GB,1603387372
Coxim,-18.51,-54.76,101.3,27,0,1.43,BR,1603387372
Bajil,15.06,43.29,89.71,46,41,9.04,YE,1603387372
Bambanglipuro,-7.95,110.28,77.85,86,57,4.92,ID,1603387372
Porto-Novo,6.5,2.6,84.2,79,40,11.41,BJ,1603387372
Santiago de Cuba,20.02,-75.82,82.4,74,40,14.99,CU,1603387373
Conde,-7.26,-34.91,84.2,74,75,16.11,BR,1603387373
Ngunguru,-35.62,174.5,60.01,96,88,1.01,NZ,1603387373
Tutóia,-2.76,-42.27,86.68,65,8,17.54,BR,1603387373
Srandakan,-7.94,110.25,77.86,86,57,4.7,ID,1603387373
Derzhavīnsk,51.1,66.32,32.94,81,11,10.65,KZ,1603387373
Giohar,2.78,45.5,80.6,76,66,16.17,SO,1603387374
Husavik,66.04,-17.34,41.0,65,90,5.82,IS,1603387374
Havøysund,71.0,24.66,32.07,69,75,17.22,NO,1603387374
Fairbanks,64.84,-147.72,15.62,92,1,9.17,US,1603387374
Clarksville,36.53,-87.36,80.1,65,1,9.17,US,1603387199
Lorengau,-2.02,147.27,80.89,75,23,6.93,PG,1603387375
Kerikeri,-35.23,173.95,60.01,96,94,1.01,NZ,1603387375
Saint-Augustin,51.23,-58.65,49.24,64,95,18.63,CA,1603387375
Whitianga,-36.83,175.7,57.99,98,100,1.48,NZ,1603387375
Witu,-2.39,40.44,82.4,74,40,9.17,KE,1603387375
Najrān,17.49,44.13,75.2,14,0,4.7,SA,1603387376
Boca do Acre,-8.75,-67.4,100.42,34,93,2.91,BR,1603387376
Balkanabat,39.51,54.37,59.32,41,97,4.97,TM,1603387377
Kiunga,-6.12,141.29,72.43,95,88,1.81,PG,1603387377
Paraná,-31.73,-60.52,80.64,56,32,8.03,AR,1603387377
Rāwah,34.48,41.91,76.42,21,0,8.01,IQ,1603387378
Deogarh,21.53,84.73,74.84,76,100,3.22,IN,1603387378
Quatre Cocos,-20.21,57.76,73.54,73,40,9.17,MU,1603387379
Bedēsa,8.9,40.78,66.07,31,72,5.32,ET,1603387379
Dadri,28.57,77.55,78.91,56,75,2.75,IN,1603387379
Jining,35.41,116.58,49.32,47,0,5.75,CN,1603387379
Kirakira,-10.45,161.92,78.3,80,99,6.46,SB,1603387379
Gizo Government Station,-8.1,156.84,79.79,77,96,10.04,SB,1603387379
Sungai Raya,0.7,108.9,80.02,83,99,4.68,ID,1603387380
Edmundston,47.37,-68.33,49.82,69,20,8.88,CA,1603387233
Sola,-13.88,167.55,80.87,78,84,18.01,VU,1603387380
Røros,62.57,11.38,30.2,92,75,2.24,NO,1603387100
Zyryanka,65.75,150.85,11.61,91,82,5.61,RU,1603387380
Maniitsoq,65.42,-52.9,26.49,86,10,5.39,GL,1603387381
Mnogovershinnyy,53.94,139.92,34.79,99,82,1.45,RU,1603387381
Along,28.17,94.77,66.65,86,31,1.5,IN,1603387381
Chāndur,19.73,79.18,72.97,71,0,2.48,IN,1603387381
Anadyr,64.75,177.48,33.35,85,20,8.95,RU,1603387367
Capitán Bado,-23.27,-55.53,90.59,35,48,10.74,PY,1603387382
Muroto-misakicho,33.28,134.15,72.81,90,100,19.3,JP,1603387382
Yar-Sale,66.83,70.83,19.04,97,97,10.11,RU,1603387382
Rio Grande,-32.03,-52.1,66.99,85,99,8.01,BR,1603387177
Siloam Springs,36.19,-94.54,77.45,65,90,19.46,US,1603387204
Springhill,33.01,-93.47,79.2,87,0,6.04,US,1603387383
Wiwilí,13.63,-85.83,73.4,88,75,2.3,NI,1603387383
Rolla,37.95,-91.77,78.98,57,1,17.22,US,1603387383
Japura,-0.32,102.35,76.6,88,100,1.72,ID,1603387383
Kayes,14.0,-11.0,98.65,16,0,4.0,ML,1603387383
Cedar Lake,41.36,-87.44,66.74,92,97,5.01,US,1603387384
Launceston,-41.45,147.17,46.94,93,100,5.82,AU,1603387385
Juba,4.85,31.58,78.73,72,94,0.78,SS,1603387385
Grand Gaube,-20.01,57.66,72.0,74,0,1.01,MU,1603387385
Coruripe,-10.13,-36.18,83.61,64,13,12.08,BR,1603387385
Aswān,24.09,32.91,87.03,13,0,9.93,EG,1603387386
Burriana,39.89,-0.09,66.0,93,98,5.5,ES,1603387386
Innisfail,-17.53,146.03,68.99,89,53,3.04,AU,1603387386
Porto Velho,-8.76,-63.9,87.8,55,20,4.7,BR,1603387178
